,Nome,Código,Setor econômico,Subsetor,Segmento,EBIT/ativo,EBIT12M,EBIT3M,EV/EBIT,EV/EBITDA ,LPA,P/Ativos,P/EBIT,P/L,P/VP,P/ativcircLiq,P/capGiro,PSR,ROE,ROIC,VPA,ativo,ativoCirc,cresRec5A,disponib,divBr/patrim,divBruta,divLiq,divYield,giroAtivos,liquidCorr,lucroLiq12M,lucroLiq3M,margBruta,margEBIT,margLiq,max1ano,min1ano,numacs,osc12M,osc2016,osc2017,osc2018,osc2019,osc2020,osc2021,osc30D,oscDia,oscMes,patrimLiq,preço,recLiq12M,recLiq3M,valorFirma,valorMercado
10,ULTRAPAR    ,UGPA3,"Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",0.045,1642170000.0,606799000.0,22.62,12.88,0.18,0.69,15.31,125.2,2.67,-2.78,2.87,0.31,0.021,0.067,8.45,36612100000.0,17751600000.0,0.021,8579040000.0,2.18,20587700000.0,12008700000.0,0.011,2.23,1.97,200822000.0,265433000.0,0.07,0.02,0.003,27.57,10.73,1115010000.0,-0.149,0.219,0.124,-0.273,-0.018,-0.06,-0.05,-0.053,0.016,-0.05,9424330000.0,22.55,81688200000.0,20762100000.0,37152000000.0,25143400000.0
11,ULTRAPAR    ,UGPA4,"Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",0.045,1642170000.0,606799000.0,25.71,14.64,0.18,0.83,18.4,150.47,3.21,-3.35,3.45,0.37,0.021,0.067,8.45,36612100000.0,17751600000.0,0.021,8579040000.0,2.18,20587700000.0,12008700000.0,0.0,2.23,1.97,200822000.0,265433000.0,0.07,0.02,0.003,0.0,0.0,1115010000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9424330000.0,27.1,81688200000.0,20762100000.0,42225300000.0,30216700000.0
12,LUPATECH    ,LUPA3,"Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,-0.073,-36733000.0,-3796000.0,-6.19,-7.59,-5.05,0.12,-1.67,-0.46,1.51,-0.22,0.57,-6.05,-3.264,-0.077,1.55,503235000.0,188182000.0,-0.096,12955000.0,4.41,179246000.0,166291000.0,0.0,-0.02,2.34,-132636000.0,-22338000.0,0.564,3.634,-32.849,3.03,0.94,26263000.0,-0.174,0.77,-0.28,-0.369,0.171,0.26,-0.037,-0.021,-0.017,-0.037,40642000.0,2.33,-10109000.0,14688000.0,227484000.0,61192800.0
13,OSX BRASIL  ,OSXB3,"Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,-0.004,-7562000.0,-8829000.0,-598.15,-308.96,-156.78,0.03,-8.66,-0.13,-0.01,-0.01,-0.13,6.22,0.102,-0.004,-15310299999.999998,1996990000.0,14937000.0,0.025,802.0,-0.93,4458560000.0,4457760000.0,0.0,0.01,0.03,-493542000.0,-81615000.0,0.955,-0.718,98.392,30.35,2.7,3148000.0,4.532,0.071,-0.489,-0.55,-0.052,5.202,0.026,-0.012,-0.017,0.026,-4819700000.0,20.8,10529000.0,2558000.0,4523240000.0,65478400.0
14,BRADESPAR   ,BRAP3,Materiais Básicos,Mineração,Minerais Metálicos,-0.001,-18048000.0,-4086000.0,-11565700000.0,-11565700000.0,2.16,1.75,-11975199999.999998,28.69,1.8,35.5,35.05,,0.063,-0.002,34.51,12370800000.0,967554000.0,,967492000.0,0.02,228390000.0,-739102000.0,0.029,,2.76,753201000.0,796608000.0,,,0.0,68.48,21.64,348034000.0,0.629,1.96,1.074,0.23,0.271,0.683,0.085,0.063,-0.019,0.085,12012000000.0,62.1,0.0,0.0,20873800000.0,21612900000.0
15,BRADESPAR   ,BRAP4,Materiais Básicos,Mineração,Minerais Metálicos,-0.001,-18048000.0,-4086000.0,-13264599999.999998,-13264599999.999998,2.16,1.99,-13674099999.999998,32.77,2.05,40.54,40.02,,0.063,-0.002,34.51,12370800000.0,967554000.0,,967492000.0,0.02,228390000.0,-739102000.0,0.028,,2.76,753201000.0,796608000.0,,,0.0,76.77,23.38,348034000.0,0.742,2.179,1.04,0.143,0.272,0.733,0.113,0.067,-0.011,0.113,12012000000.0,70.91,0.0,0.0,23940000000.0,24679100000.0
16,MMX MINER   ,MMXM3,Materiais Básicos,Mineração,Minerais Metálicos,-0.045,-5845000.0,24002000.0,-64.54,-64.54,-17.64,0.85,-18.87,-0.96,-0.13,-0.12,-0.13,430.84,0.137,-0.076,-128.51,129256000.0,21570000.0,-0.098,68.0,-0.32,267027000.0,266959000.0,0.0,0.0,0.02,-114436000.0,-13900000.0,-0.023,46.596,914.557,36.0,1.4,6488000.0,6.692,-0.075,-0.467,-0.274,0.186,5.667,0.0,-0.026,-0.002,0.0,-833755000.0,17.0,256.0,0.0,377255000.0,110296000.0
17,VALE        ,VALE3,Materiais Básicos,Mineração,Minerais Metálicos,0.171,77219600000.0,31328800000.0,6.77,5.58,2.93,1.08,6.32,31.51,2.51,-2.96,12.61,2.86,0.08,0.201,36.83,451140000000.0,98957100000.0,0.17,49889400000.0,0.44,84982400000.0,35093000000.0,0.026,0.38,1.64,15480900000.0,15615100000.0,0.467,0.453,0.073,102.32,32.82,5284470000.0,0.672,1.037,0.626,0.311,0.068,0.705,0.056,0.052,-0.019,0.056,194640000000.0,92.32,170609000000.0,57905700000.0,522956000000.0,487863000000.0
18,VALE        ,VALE5,Materiais Básicos,Mineração,Minerais Metálicos,0.171,77219600000.0,31328800000.0,2.74,2.26,2.93,0.39,2.28,11.39,0.91,-1.07,4.56,1.03,0.08,0.201,36.83,451140000000.0,98957100000.0,0.17,49889400000.0,0.44,84982400000.0,35093000000.0,0.0,0.38,1.64,15480900000.0,15615100000.0,0.467,0.453,0.073,0.0,0.0,5284470000.0,0.0,1.29,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194640000000.0,33.36,170609000000.0,57905700000.0,211383000000.0,176290000000.0
19,FERBASA     ,FESA3,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,0.083,240120000.0,83321000.0,13.78,7.21,0.35,1.05,12.66,97.26,1.77,-10.07,8.37,2.1,0.018,0.096,19.48,2891270000.0,862795000.0,0.077,308024000.0,0.34,577262000.0,269238000.0,0.025,0.5,1.73,31248000.0,11497000.0,0.248,0.166,0.022,42.0,18.44,88320000.0,0.118,0.362,0.734,0.34,0.421,-0.036,0.098,0.071,-0.078,0.098,1720560000.0,34.41,1444820000.0,385293000.0,3308330000.0,3039090000.0
20,FERBASA     ,FESA4,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,0.083,240120000.0,83321000.0,9.31,4.87,0.35,0.68,8.19,62.92,1.14,-6.52,5.41,1.36,0.018,0.096,19.48,2891270000.0,862795000.0,0.077,308024000.0,0.34,577262000.0,269238000.0,0.042,0.5,1.73,31248000.0,11497000.0,0.248,0.166,0.022,22.89,9.97,88320000.0,0.062,0.206,1.803,0.061,0.036,-0.005,0.165,0.208,0.032,0.165,1720560000.0,22.26,1444820000.0,385293000.0,2235240000.0,1966000000.0
21,GERDAU      ,GGBR3,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,0.04,2553280000.0,1326630000.0,19.08,9.97,0.82,0.57,14.24,25.67,1.16,-3.71,2.81,0.92,0.045,0.049,18.18,63426200000.0,22132500000.0,0.015,7199510000.0,0.62,19541000000.0,12341500000.0,0.015,0.63,2.41,1417010000.0,785541000.0,0.099,0.064,0.036,24.49,7.52,1719660000.0,0.104,1.394,0.32,0.213,0.431,0.204,0.043,0.029,-0.02,0.043,31270600000.0,21.15,39727900000.0,12222100000.0,48712200000.0,36370800000.0
22,GERDAU      ,GGBR4,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,0.04,2553280000.0,1326630000.0,21.77,11.37,0.82,0.68,16.93,30.51,1.38,-4.41,3.34,1.09,0.045,0.049,18.18,63426200000.0,22132500000.0,0.015,7199510000.0,0.62,19541000000.0,12341500000.0,0.013,0.63,2.41,1417010000.0,785541000.0,0.099,0.064,0.036,29.54,8.54,1719660000.0,0.144,1.387,0.152,0.223,0.377,0.239,0.028,0.019,-0.021,0.028,31270600000.0,25.14,39727900000.0,12222100000.0,55573700000.0,43232200000.0
23,GERDAU MET  ,GOAU3,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,0.04,2544360000.0,1323940000.0,9.18,4.79,0.49,0.17,4.33,20.82,0.95,-1.13,0.85,0.28,0.046,0.049,10.67,63484800000.0,22178800000.0,0.015,7199940000.0,1.68,19541000000.0,12341000000.0,0.018,0.63,2.42,528950000.0,301839000.0,0.099,0.064,0.036,11.12,3.69,1087240000.0,0.061,2.022,0.186,0.492,0.198,0.159,0.03,0.058,-0.01,0.03,11600100000.0,10.13,39727900000.0,12222100000.0,23354800000.0,11013800000.0
24,GERDAU MET  ,GOAU4,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,0.04,2544360000.0,1323940000.0,9.73,5.07,0.49,0.2,4.88,23.45,1.07,-1.27,0.95,0.31,0.046,0.049,10.67,63484800000.0,22178800000.0,0.015,7199940000.0,1.68,19541000000.0,12341000000.0,0.016,0.63,2.42,528950000.0,301839000.0,0.099,0.064,0.036,13.1,3.79,1087240000.0,0.069,2.04,0.208,0.232,0.367,0.233,0.013,0.01,-0.015,0.013,11600100000.0,11.41,39727900000.0,12222100000.0,24746500000.0,12405400000.0
25,SID NACIONAL,CSNA3,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,0.106,6026800000.0,2850340000.0,12.2,9.37,0.8,0.81,7.62,41.39,9.19,-1.43,8.08,1.71,0.222,0.137,3.6,57022100000.0,18541900000.0,0.142,8529810000.0,7.24,36158200000.0,27628300000.0,0.0,0.47,1.44,1109630000.0,1080790000.0,0.33,0.225,0.057,38.76,5.79,1387520000.0,1.194,1.809,-0.228,0.133,0.708,1.26,0.039,0.089,0.002,0.039,4996730000.0,33.1,26793700000.0,8714580000.0,73555400000.0,45927000000.0
26,USIMINAS    ,USIM3,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,0.042,1178820000.0,697462000.0,18.31,9.89,-0.53,0.68,16.17,-28.56,1.4,-9.25,2.84,1.32,-0.049,0.052,10.88,27867400000.0,10391300000.0,0.151,3734300000.0,0.46,6259430000.0,2525130000.0,0.003,0.52,2.82,-667265000.0,57118000.0,0.137,0.081,-0.024,17.18,4.44,1253080000.0,0.533,1.145,0.312,0.059,-0.127,0.602,-0.031,-0.019,-0.006,-0.031,13629200000.0,15.21,14486700000.0,4381210000.0,21584500000.0,19059300000.0
27,USIMINAS    ,USIM5,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,0.042,1178820000.0,697462000.0,17.14,9.26,-0.53,0.63,15.0,-26.5,1.3,-8.59,2.64,1.22,-0.049,0.052,10.88,27867400000.0,10391300000.0,0.151,3734300000.0,0.46,6259430000.0,2525130000.0,0.003,0.52,2.82,-667265000.0,57118000.0,0.137,0.081,-0.024,16.71,3.77,1253080000.0,0.461,1.872,1.219,0.018,0.047,0.551,-0.034,-0.019,-0.017,-0.034,13629200000.0,14.11,14486700000.0,4381210000.0,20206100000.0,17680900000.0
28,USIMINAS    ,USIM6,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,0.042,1178820000.0,697462000.0,15.97,8.63,-0.53,0.59,13.83,-24.43,1.2,-7.92,2.43,1.13,-0.049,0.052,10.88,27867400000.0,10391300000.0,0.151,3734300000.0,0.46,6259430000.0,2525130000.0,0.003,0.52,2.82,-667265000.0,57118000.0,0.137,0.081,-0.024,13.01,8.96,1253080000.0,0.376,3.277,1.065,-0.167,0.272,0.234,0.121,0.121,0.0,0.121,13629200000.0,13.01,14486700000.0,4381210000.0,18827700000.0,16302600000.0
29,MANGELS INDL,MGEL3,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,0.118,49122000.0,20409000.0,16.14,11.64,-18.56,0.35,2.94,-1.35,-0.3,-0.23,1.09,0.28,0.223,0.213,-83.32,415351000.0,264957000.0,0.06,119130000.0,-1.59,767153000.0,648023000.0,0.0,1.25,2.01,-107344000.0,4232000.0,0.158,0.094,-0.195,0.0,0.0,5783210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-481885000.0,25.0,520086000.0,152989000.0,792603000.0,144580000.0
30,MANGELS INDL,MGEL4,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,0.118,49122000.0,20409000.0,14.18,10.23,-18.56,0.12,0.98,-0.45,-0.1,-0.08,0.36,0.09,0.223,0.213,-83.32,415351000.0,264957000.0,0.06,119130000.0,-1.59,767153000.0,648023000.0,0.0,1.25,2.01,-107344000.0,4232000.0,0.158,0.094,-0.195,11.0,4.2,5783210.0,-0.028,1.717,0.099,0.279,0.577,0.005,0.001,-0.035,-0.025,0.001,-481885000.0,8.36,520086000.0,152989000.0,696371000.0,48347700.0
31,PANATLANTICA,PATI3,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,0.065,79279000.0,40903000.0,8.6,7.66,6.89,0.53,8.2,5.17,1.18,2.19,1.12,0.54,0.228,0.121,30.2,1220080000.0,965303000.0,0.164,353278000.0,0.7,384502000.0,31224000.0,0.005,0.98,2.53,125789000.0,26321000.0,0.137,0.066,0.105,41.0,14.92,18270000.0,0.493,-0.01,0.071,0.319,0.667,0.274,0.228,0.319,-0.063,0.228,551782000.0,35.59,1194330000.0,420856000.0,681453000.0,650229000.0
32,PANATLANTICA,PATI4,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,0.065,79279000.0,40903000.0,11.23,10.0,6.89,0.7,10.83,6.83,1.56,2.89,1.47,0.72,0.228,0.121,30.2,1220080000.0,965303000.0,0.164,353278000.0,0.7,384502000.0,31224000.0,0.03,0.98,2.53,125789000.0,26321000.0,0.137,0.066,0.105,50.05,21.15,18270000.0,0.961,0.634,0.239,0.523,-0.028,0.564,0.253,0.339,0.0,0.253,551782000.0,47.0,1194330000.0,420856000.0,889914000.0,858690000.0
33,TEKNO       ,TKNO4,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,0.072,16684000.0,7775000.0,5.34,3.93,2.89,0.54,7.6,14.85,0.67,1.46,1.31,0.75,0.045,0.096,63.79,232915000.0,131936000.0,0.11,40446000.0,0.01,2706000.0,-37740000.0,0.045,0.73,3.78,8534000.0,5620000.0,0.26,0.098,0.05,45.18,36.93,2948000.0,0.273,-0.351,0.166,0.0,0.003,0.337,-0.048,0.102,0.0,-0.048,188039000.0,43.0,169738000.0,52549000.0,89024000.0,126764000.0
34,PARANAPANEMA,PMAM3,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Cobre,-0.025,-101940000.0,45315000.0,-32.86,59.59,-28.6,0.09,-3.86,-0.32,-1.1,-0.15,-0.17,0.1,3.473,-0.031,-8.24,4141260000.0,1946580000.0,-0.001,252362000.0,-8.98,3208580000.0,2956220000.0,0.0,0.97,0.46,-1241560000.0,-166206000.0,0.004,-0.026,-0.311,29.0,7.49,43404000.0,-0.701,-0.232,0.046,-0.119,0.222,-0.656,-0.094,-0.101,-0.01,-0.094,-357442000.0,9.06,3997440000.0,838250000.0,3349460000.0,393240000.0
35,PARANAPANEMA,PMAM4,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Cobre,-0.025,-101940000.0,45315000.0,-31.49,57.11,-28.6,0.06,-2.49,-0.2,-0.71,-0.1,-0.11,0.06,3.473,-0.031,-8.24,4141260000.0,1946580000.0,-0.001,252362000.0,-8.98,3208580000.0,2956220000.0,0.0,0.97,0.46,-1241560000.0,-166206000.0,0.004,-0.026,-0.311,0.0,0.0,43404000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-357442000.0,5.84,3997440000.0,838250000.0,3209690000.0,253479000.0
36,BRASKEM     ,BRKM3,Materiais Básicos,Químicos,Petroquímicos,0.041,3561380000.0,2574440000.0,14.19,6.66,-13.67,0.24,5.77,-1.89,-4.6,-0.33,2.07,0.39,2.44,0.058,-5.6,86148800000.0,30804800000.0,0.028,15529200000.0,-10.2,45545000000.0,30015800000.0,0.0,0.61,1.48,-10894300000.0,-1412970000.0,0.148,0.068,-0.214,38.91,13.86,797219000.0,-0.288,1.181,0.491,0.09,-0.288,-0.2,0.021,0.063,0.004,0.021,-4464670000.0,25.76,52445200000.0,15992100000.0,50552100000.0,20536400000.0
37,BRASKEM     ,BRKM5,Materiais Básicos,Químicos,Petroquímicos,0.041,3561380000.0,2574440000.0,14.07,6.6,-13.67,0.23,5.64,-1.84,-4.5,-0.33,2.02,0.38,2.44,0.058,-5.6,86148800000.0,30804800000.0,0.028,15529200000.0,-10.2,45545000000.0,30015800000.0,0.0,0.61,1.48,-10894300000.0,-1412970000.0,0.148,0.068,-0.214,39.0,10.07,797219000.0,-0.268,0.405,0.288,0.153,-0.352,-0.21,0.07,0.062,-0.007,0.07,-4464670000.0,25.21,52445200000.0,15992100000.0,50113700000.0,20097900000.0
38,BRASKEM     ,BRKM6,Materiais Básicos,Químicos,Petroquímicos,0.041,3561380000.0,2574440000.0,12.79,6.0,-13.67,0.18,4.37,-1.43,-3.48,-0.25,1.56,0.3,2.44,0.058,-5.6,86148800000.0,30804800000.0,0.028,15529200000.0,-10.2,45545000000.0,30015800000.0,0.0,0.61,1.48,-10894300000.0,-1412970000.0,0.148,0.068,-0.214,29.0,18.0,797219000.0,-0.25,1.952,0.02,0.06,-0.487,-0.247,0.079,-0.11,0.0,0.079,-4464670000.0,19.5,52445200000.0,15992100000.0,45561500000.0,15545800000.0
39,GPC PART    ,GPCP3,Materiais Básicos,Químicos,Petroquímicos,0.069,58614000.0,27119000.0,14.41,10.41,3.13,0.89,12.86,7.67,2.74,-4.34,5.51,0.82,0.357,0.079,8.78,847784000.0,354135000.0,0.229,46279000.0,0.5,137273000.0,90994000.0,0.003,1.08,1.63,98206000.0,21782000.0,0.21,0.064,0.131,27.18,3.58,31338000.0,1.847,2.505,-0.305,-0.424,3.314,1.79,0.087,0.176,-0.053,0.087,275031000.0,24.05,915112000.0,288120000.0,844673000.0,753679000.0
40,FER HERINGER,FHER3,Materiais Básicos,Químicos,Fertilizantes e Defensivos,0.005,10003000.0,56616000.0,52.45,13.72,12.16,0.13,23.26,0.36,-1.13,-0.22,1.26,0.12,-3.193,0.007,-3.81,1843250000.0,974111000.0,-0.293,25624000.0,-1.55,317640000.0,292016000.0,0.0,1.02,1.23,654689000.0,7085000.0,0.126,0.005,0.348,4.99,1.84,53857000.0,0.035,0.475,0.244,0.765,-0.198,-0.174,0.46,0.435,-0.063,0.46,-205057000.0,4.32,1881710000.0,712221000.0,524678000.0,232662000.0
41,NUTRIPLANT  ,NUTR3,Materiais Básicos,Químicos,Fertilizantes e Defensivos,0.041,2872000.0,2130000.0,12.38,10.56,323.49,0.41,9.85,0.68,1.75,-2.11,1.37,0.41,2.561,0.045,126.31,69682000.0,40102000.0,0.241,1874000.0,0.57,9136000.0,7262000.0,0.0,1.0,2.07,41407000.0,1285000.0,0.219,0.041,0.597,277.99,26.5,128.0,1.908,-0.5,1.286,-0.25,0.5,3.911,0.0,-0.018,0.0,0.0,16168000.0,221.0,69399000.0,21939000.0,35550000.0,28288000.0
42,CRISTAL,CRPG3,Materiais Básicos,Químicos,Químicos Diversos,0.124,115410000.0,74029000.0,10.6,8.77,4.16,1.53,12.32,11.77,2.11,2.84,2.23,2.39,0.179,0.164,23.24,928752000.0,755152000.0,0.067,204071000.0,0.01,5807000.0,-198264000.0,0.0,0.64,6.44,120829000.0,69414000.0,0.316,0.194,0.203,50.01,21.18,29019000.0,0.615,0.0,-0.007,0.969,0.064,0.204,0.482,0.537,-0.01,0.482,674424000.0,48.99,595859000.0,226763000.0,1223380000.0,1421640000.0
43,CRISTAL,CRPG5,Materiais Básicos,Químicos,Químicos Diversos,0.124,115410000.0,74029000.0,10.5,8.69,4.16,1.52,12.22,11.67,2.09,2.82,2.21,2.37,0.179,0.164,23.24,928752000.0,755152000.0,0.067,204071000.0,0.01,5807000.0,-198264000.0,0.018,0.64,6.44,120829000.0,69414000.0,0.316,0.194,0.203,48.9,16.05,29019000.0,0.695,0.811,1.703,1.652,-0.091,0.389,0.424,0.501,-0.004,0.424,674424000.0,48.6,595859000.0,226763000.0,1212060000.0,1410320000.0
44,CRISTAL,CRPG6,Materiais Básicos,Químicos,Químicos Diversos,0.124,115410000.0,74029000.0,10.33,8.54,4.16,1.5,12.04,11.5,2.06,2.78,2.18,2.33,0.179,0.164,23.24,928752000.0,755152000.0,0.067,204071000.0,0.01,5807000.0,-198264000.0,0.018,0.64,6.44,120829000.0,69414000.0,0.316,0.194,0.203,47.9,16.64,29019000.0,0.675,1.073,1.573,1.555,-0.046,0.39,0.41,0.52,0.011,0.41,674424000.0,47.9,595859000.0,226763000.0,1191750000.0,1390010000.0
45,UNIPAR      ,UNIP3,Materiais Básicos,Químicos,Químicos Diversos,0.111,482351000.0,277009000.0,10.22,7.15,2.14,1.18,10.59,25.3,3.34,-4.65,9.43,1.45,0.132,0.151,16.17,4335050000.0,1698990000.0,0.34,911543000.0,0.48,734665000.0,-176878000.0,0.021,0.81,1.47,201832000.0,154877000.0,0.29,0.137,0.062,54.91,22.21,94433000.0,0.421,0.325,2.227,1.639,0.121,0.412,0.106,0.189,0.024,0.106,1527270000.0,54.08,3511460000.0,1176880000.0,4930060000.0,5106940000.0
46,UNIPAR      ,UNIP5,Materiais Básicos,Químicos,Químicos Diversos,0.111,482351000.0,277009000.0,9.57,6.69,2.14,1.11,9.94,23.76,3.14,-4.36,8.86,1.37,0.132,0.151,16.17,4335050000.0,1698990000.0,0.34,911543000.0,0.48,734665000.0,-176878000.0,0.03,0.81,1.47,201832000.0,154877000.0,0.29,0.137,0.062,54.5,18.58,94433000.0,0.291,0.591,2.138,1.693,0.128,0.425,0.041,0.128,0.014,0.041,1527270000.0,50.78,3511460000.0,1176880000.0,4618430000.0,4795310000.0
47,UNIPAR      ,UNIP6,Materiais Básicos,Químicos,Químicos Diversos,0.111,482351000.0,277009000.0,9.83,6.88,2.14,1.13,10.2,24.38,3.22,-4.48,9.09,1.4,0.132,0.151,16.17,4335050000.0,1698990000.0,0.34,911543000.0,0.48,734665000.0,-176878000.0,0.024,0.81,1.47,201832000.0,154877000.0,0.29,0.137,0.062,55.98,14.93,94433000.0,0.314,0.638,2.786,1.734,0.139,0.493,0.018,0.13,0.044,0.018,1527270000.0,52.1,3511460000.0,1176880000.0,4743080000.0,4919960000.0
48,DURATEX     ,DTEX3,Materiais Básicos,Madeira e Papel,Madeira,0.048,533928000.0,304524000.0,31.45,13.72,0.63,1.33,27.92,34.12,3.06,-6.29,9.1,2.72,0.09,0.061,7.05,11208500000.0,3958050000.0,0.095,1559750000.0,0.71,3445100000.0,1885350000.0,0.015,0.49,1.71,436943000.0,123886000.0,0.283,0.098,0.08,21.55,7.66,691785000.0,0.315,0.223,0.367,0.37,0.443,0.161,0.126,0.066,0.025,0.126,4878600000.0,21.55,5472210000.0,1778030000.0,16793300000.0,14908000000.0
49,EUCATEX     ,EUCA3,Materiais Básicos,Madeira e Papel,Madeira,0.067,176946000.0,91904000.0,14.14,8.16,1.0,0.78,11.65,22.21,1.43,-5.58,96.79,1.59,0.064,0.075,15.57,2651950000.0,840425000.0,0.048,79394000.0,0.36,519696000.0,440302000.0,0.009,0.49,1.03,92807000.0,43763000.0,0.318,0.136,0.063,31.76,11.38,92619000.0,-0.069,0.0,0.743,0.358,5.798,-0.637,-0.033,-0.051,-0.032,-0.033,1442060000.0,22.26,1298170000.0,531407000.0,2502000000.0,2061700000.0
50,EUCATEX     ,EUCA4,Materiais Básicos,Madeira e Papel,Madeira,0.067,176946000.0,91904000.0,6.4,3.7,1.0,0.26,3.92,7.46,0.48,-1.87,32.52,0.53,0.064,0.075,15.57,2651950000.0,840425000.0,0.048,79394000.0,0.36,519696000.0,440302000.0,0.03,0.49,1.03,92807000.0,43763000.0,0.318,0.136,0.063,8.19,3.02,92619000.0,-0.098,-0.022,0.431,0.109,0.944,-0.142,0.077,0.04,-0.004,0.077,1442060000.0,7.48,1298170000.0,531407000.0,1133090000.0,692790000.0
51,IRANI ,RANI3,Materiais Básicos,Madeira e Papel,Papel e Celulose,0.083,150611000.0,37385000.0,11.75,6.64,0.22,0.83,10.01,26.33,1.96,-5.19,3.11,1.63,0.074,0.111,2.99,1824430000.0,765603000.0,0.051,377371000.0,0.83,640399000.0,263028000.0,0.009,0.51,2.72,57229000.0,25558000.0,0.327,0.163,0.062,6.7,2.5,256720000.0,0.419,-0.207,-0.154,0.482,0.37,0.368,0.089,0.124,0.024,0.089,768474000.0,5.87,922456000.0,261363000.0,1769980000.0,1506950000.0
52,IRANI ,RANI4,Materiais Básicos,Madeira e Papel,Papel e Celulose,0.083,150611000.0,37385000.0,11.12,6.29,0.22,0.77,9.37,24.67,1.84,-4.86,2.91,1.53,0.074,0.111,2.99,1824430000.0,765603000.0,0.051,377371000.0,0.83,640399000.0,263028000.0,0.01,0.51,2.72,57229000.0,25558000.0,0.327,0.163,0.062,11.49,3.52,256720000.0,0.303,-0.172,-0.283,0.492,0.493,0.291,0.0,0.0,0.0,0.0,768474000.0,5.5,922456000.0,261363000.0,1674990000.0,1411960000.0
53,KLABIN S/A  ,KLBN11,Materiais Básicos,Madeira e Papel,Papel e Celulose,0.069,2476570000.0,788910000.0,21.71,10.9,-2.86,0.91,13.21,-10.17,12.6,-1.6,3.59,2.97,-1.239,0.094,2.31,35838500000.0,12256200000.0,0.136,7840470000.0,11.13,28893300000.0,21052800000.0,0.001,0.31,3.9,-3216210000.0,-198883000.0,0.383,0.225,-0.28,29.59,12.83,5617890000.0,0.393,-0.169,0.029,-0.049,0.218,0.438,0.1,0.141,-0.001,0.1,2594900000.0,29.11,11008100000.0,3108830000.0,53760200000.0,32707400000.0
54,KLABIN S/A  ,KLBN3,Materiais Básicos,Madeira e Papel,Papel e Celulose,0.069,2476570000.0,788910000.0,22.72,11.41,-0.57,0.98,14.22,-10.95,13.57,-1.73,3.86,3.2,-1.239,0.094,0.46,35838500000.0,12256200000.0,0.136,7840470000.0,11.13,28893300000.0,21052800000.0,0.001,0.31,3.9,-3216210000.0,-198883000.0,0.383,0.225,-0.28,6.35,2.59,5617890000.0,0.424,-0.316,-0.141,-0.103,0.01,0.262,0.163,0.208,0.01,0.163,2594900000.0,6.27,11008100000.0,3108830000.0,56277000000.0,35224200000.0
55,KLABIN S/A  ,KLBN4,Materiais Básicos,Madeira e Papel,Papel e Celulose,0.069,2476570000.0,788910000.0,21.5,10.79,-0.57,0.9,13.0,-10.01,12.41,-1.58,3.53,2.92,-1.239,0.094,0.46,35838500000.0,12256200000.0,0.136,7840470000.0,11.13,28893300000.0,21052800000.0,0.001,0.31,3.9,-3216210000.0,-198883000.0,0.383,0.225,-0.28,5.88,2.55,5617890000.0,0.385,-0.179,0.141,-0.039,0.317,0.472,0.1,0.13,0.003,0.1,2594900000.0,5.73,11008100000.0,3108830000.0,53243300000.0,32190500000.0
56,MELHOR SP   ,MSPA3,Materiais Básicos,Madeira e Papel,Papel e Celulose,-0.035,-49347000.0,-9420000.0,-7.16,-8.13,-9.55,0.22,-6.23,-5.03,0.37,-0.65,4.99,3.0,-0.073,-0.036,130.66,1419620000.0,107085000.0,-0.29,43441000.0,0.11,89290000.0,45849000.0,0.0,0.07,2.35,-61170000.0,-15023000.0,0.24,-0.482,-0.598,55.0,45.0,6405000.0,-0.04,0.877,0.197,0.132,0.051,-0.04,0.0,0.0,0.0,0.0,836900000.0,48.0,102357000.0,27129000.0,353289000.0,307440000.0
